"YEAR","FIRMNAME","fivefirmid","FIRMID","CUSIPHEADERID","CUSIPHeaderName","CUSIPHISTORYID","CUSIPHistoryName","productname","PRODUCTID","OS","CPU","BUS","MHZ","RAM","HD","MONITOR","PRICE"
1990,"Atari",17,17,,,,,"tt030",1177,0,0,1,16,26000,,0,3000
1996,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp aptrex 19ch",518,1,15,7,,68000,,0,3000
1993,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","ncd14c",746,11,16,7,,32000,,0,3000
1995,"human designed systems, inc.",80,80,,,,,"hds viewstation ultra 19ci",407,1,15,7,,132000,40,0,3099
1991,"human designed systems, inc.",80,80,,,,,"hds v191",373,7,31,7,,9000,,0,3099
1996,"human designed systems, inc.",80,80,,,,,"hds viewstation ultra 19ci",407,1,15,7,,132000,40,0,3099
1995,"wyse technology, inc.",168,168,,,,,"wx-17lc",1259,11,9,7,,4000,,1,3105
1996,"Maxvision Corp.",104,104,,,,,"symbion 5100",1167,0,0,8,,128000,4300,0,3150
1996,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp envizex station model 17cps",527,11,15,7,,32000,,0,3190
1996,"human designed systems, inc.",80,80,,,,,"hds viewstation fx19ct",395,7,15,7,,132000,40,0,3199
1995,"human designed systems, inc.",80,80,,,,,"hds viewstation fx19ct",395,7,15,7,,132000,40,0,3199
1994,"human designed systems, inc.",80,80,,,,,"hds viewstation fx19c",392,7,15,7,,72000,,0,3199
1994,"human designed systems, inc.",80,80,,,,,"hds viewstation fx19ct",395,7,15,7,,72000,,0,3199
1993,"human designed systems, inc.",80,80,,,,,"hds viewstation fx19ct",395,7,15,7,,72000,,0,3199
1993,"human designed systems, inc.",80,80,,,,,"hds viewstation fx19c",392,7,15,7,,72000,,0,3199
1991,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","ncd16e",751,11,16,7,,8000,,0,3200
1991,"Omnicomp Graphics Corp.",120,120,,,,,"omni 1500 dlp",785,0,0,7,,4000,,0,3225
1990,"Omnicomp Graphics Corp.",120,120,,,,,"omni 1500 dlp",785,0,0,7,,4000,,0,3225
1989,"Omnicomp Graphics Corp.",120,120,,,,,"omni 1500 dlp",785,0,0,7,,4000,,0,3225
1996,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","mcx14",687,11,19,7,,70000,,0,3295
1996,"integrix, inc.",88,88,,,,,"sws5/100",1162,2,5,2,100,16000,,0,3295
1995,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","mcx14",687,11,19,7,,70000,,0,3295
1996,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","mcx/l14",682,11,19,7,,70000,,0,3295
1994,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","mcx14",687,11,19,7,,70000,,0,3295
1995,"Promox Systems",132,132,,,,,"ss-ii/40",1087,0,0,2,40,16000,,0,3325
1996,"Tatung Science & Technology, Inc.",156,156,,,,,"microcompstation ii-385",705,0,0,2,,256000,4000,1,3340
1996,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp aptrex 20cs",520,1,15,7,,68000,,0,3350
1993,"ncr corp.",113,113,"62886E10","NCR CORP","62886210","NCR CORP","ncr xle x-station xl19e",769,11,16,7,,4000,,1,3350
1995,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp aptrex 20cs",520,1,15,7,,68000,,0,3350
1992,"ncr corp.",113,113,"62886E10","NCR CORP","62886210","NCR CORP","ncr xle x-station xl19e",769,11,16,7,,4000,,1,3350
1996,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp envizex station model 17ci",526,11,15,7,,102000,,0,3390
1995,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp envizex station model 17ci",526,11,15,7,,102000,,0,3390
1995,"phase x systems, inc.",128,128,,,,,"phase x 19ce2",839,11,9,7,,52000,,0,3395
1995,"phase x systems, inc.",128,128,,,,,"phase x px20ce2",857,11,34,7,,52000,,0,3395
1996,"tatung co. of america, inc.",156,156,,,,,"microcompstation 5",703,1,5,2,,256000,520,1,3400
1993,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation 4000 vlc",1210,14,21,7,,24000,245,1,3450
1992,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","ncd19",756,11,16,7,,8000,,0,3450
1994,"Digital Equipment Corp. (DEC)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation 4000 vlc",1210,1,0,7,,24000,245,1,3450
1994,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 700/rx model 17ci",435,9,15,7,,18000,,0,3495
1995,"Digital Equipment Corp. (DEC)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","dec 3000-300l axp",199,1,0,7,100,32000,400,1,3495
1993,"ncr corp.",113,113,"62886E10","NCR CORP","62886210","NCR CORP","ncr xle x-station xl14ce",763,11,16,7,,4000,,1,3495
1992,"ncr corp.",113,113,"62886E10","NCR CORP","62886210","NCR CORP","ncr xle x-station xl14ce",763,11,16,7,,4000,,1,3495
1995,"wyse technology, inc.",168,168,,,,,"wx-17c",1258,11,9,7,,4000,,1,3495
1995,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","mcx15",688,11,19,7,,70000,,0,3495
1996,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","hmx 17pro",422,11,10,7,,136000,,0,3495
1996,"integrix, inc.",88,88,,,,,"sws5/70",1164,2,5,2,70,16000,,0,3495
1995,"integrix, inc.",88,88,,,,,"sws5/70",1164,2,5,2,70,16000,,0,3495
1995,"phase x systems, inc.",128,128,,,,,"phase x 20ce2",841,11,9,7,,52000,,0,3495
1994,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","mcx15",688,11,19,7,,70000,,0,3495
1996,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","mcx/l15",683,11,19,7,,70000,,0,3495
1995,"integrix, inc.",88,88,,,,,"sws5/85",1165,2,5,2,85,16000,,0,3495
1996,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","mcx15",688,11,19,7,,70000,,0,3495
1995,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","hmx 17",421,11,10,7,,136000,,0,3495
1992,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 700/rx model 14ci",430,9,15,7,,18000,,0,3495
1994,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 700/rx model 19ga",439,9,15,7,,18000,,0,3495
1996,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","ncd19g",759,11,19,7,,60000,,0,3495
1993,"ncr corp.",113,113,"62886E10","NCR CORP","62886210","NCR CORP","ncr xle x-station xl15ce",765,11,16,7,,4000,,1,3500
1992,"ncr corp.",113,113,"62886E10","NCR CORP","62886210","NCR CORP","ncr xle x-station xl15ce",765,11,16,7,,4000,,1,3500
1996,"tatung co. of america, inc.",156,156,,,,,"microcompstation ii",706,1,5,2,,256000,4000,1,3550
1995,"promox systems",132,132,,,,,"ss-ii/50",1088,2,1,2,50,16000,,0,3550
1995,"Tatung Science & Technology, Inc.",156,156,,,,,"microcompstation ii",706,0,0,2,,256000,4000,1,3550
1995,"phase x systems, inc.",128,128,,,,,"phase x px20ca2t",856,11,34,7,,16000,,0,3595
1995,"human designed systems, inc.",80,80,,,,,"hds viewstation ultra 19ct",408,1,15,7,,132000,40,0,3599
1996,"human designed systems, inc.",80,80,,,,,"hds viewstation ultra 19ct",408,1,15,7,,132000,40,0,3599
1994,"Axil Computer, Inc.",21,21,,,,,"axil220",84,0,0,2,50,16000,540,0,3600
1995,"Axil Computer, Inc.",21,21,,,,,"axil220",84,0,0,2,50,16000,540,0,3600
1995,"wyse technology, inc.",168,168,,,,,"wx-19lc",1262,11,9,7,,4000,,1,3605
1996,"tatung co. of america, inc.",156,156,,,,,"microcompstation lc",707,1,5,2,,128000,207,1,3690
1995,"tatung co. of america, inc.",156,156,,,,,"microcompstation lc",707,1,5,2,,128000,207,1,3690
1994,"Tatung Science & Technology, Inc.",156,156,,,,,"microcompstation lx",708,0,0,2,,64000,680,1,3690
1995,"tatung co. of america, inc.",156,156,,,,,"microcompstation lx",708,1,1,2,,64000,680,1,3690
1994,"tatung co. of america, inc.",156,156,,,,,"microcompstation lc",707,1,5,2,,128000,207,1,3690
1996,"tatung co. of america, inc.",156,156,,,,,"microcompstation lx",708,1,1,2,,64000,680,1,3690
1994,"DTK Computer, Inc.",58,58,,,,,"station classic+",1098,0,0,2,50,16000,,0,3700
1991,"bull hn information systems, inc.",29,29,"43850610","HONEYWELL INC","43850610","HONEYWELL INC","ndx 1920",772,11,16,7,,8000,,0,3700
1992,"bull hn information systems, inc.",29,29,"43850610","HONEYWELL INC","43850610","HONEYWELL INC","ndx 1920",772,11,16,7,,8000,,0,3700
1995,"DTK Computer, Inc.",58,58,,,,,"station classic+",1098,0,0,2,50,16000,,0,3700
1993,"bull hn information systems, inc.",29,29,"43850610","HONEYWELL INC","43850610","HONEYWELL INC","ndx 1920",772,11,16,7,,8000,,0,3700
1996,"Digital Equipment Corp. (DEC)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation 4000 vlc",1210,1,0,7,,24000,245,1,3750
1991,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","ncd19",756,11,16,7,,8000,,0,3750
1990,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","ncd19",756,11,16,7,,8000,,0,3750
1995,"integrix, inc.",88,88,,,,,"sws10/51",1156,2,1,2,50,8000,,0,3795
1994,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","personal decstation 5000-20",819,8,9,7,20,8000,,1,3795
1995,"phase x systems, inc.",128,128,,,,,"phase x px21ca2t",859,11,34,7,,16000,,0,3795
1996,"integrix, inc.",88,88,,,,,"sws10/51",1156,2,1,2,50,8000,,0,3795
1991,"human designed systems, inc.",80,80,,,,,"hds vs19",418,7,31,7,,9000,,0,3799
1992,"human designed systems, inc.",80,80,,,,,"hds vs19",418,7,46,7,,9000,,0,3799
1996,"intergraph corp.",90,90,"45868310","INTERGRAPH CORP","45868310","INTERGRAPH CORP","intergraph td-30",576,11,14,8,,64000,2000,1,3845
1994,"Falcon Northwest Computer Systems, Inc.",65,65,,,,,"bay486-66c premium engineering workstati",97,0,0,6,,16000,210,0,3875
1996,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp envizex station model 17ca",524,11,15,7,,32000,,0,3890
1995,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp envizex station model 17ca",524,11,15,7,,32000,,0,3890
1996,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp envizex station model 19cp",530,11,15,7,,32000,,0,3890
1993,"Tatung Science & Technology, Inc.",156,156,,,,,"microcompstation",701,0,0,2,,64000,680,1,3895
1987,"Megatek Corp.",107,107,,,,,"whizzard 7255t",1240,0,0,,,,,0,3900
1995,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation 4000 vlc",1210,14,21,7,,24000,245,1,3950
1994,"Mobius Computer Corp.",111,111,,,,,"mirage ips",710,0,0,2,25,8000,,0,3980
1992,"Apollo Computer, Inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","domain series 2500 personal workstation",295,1,1,3,20,4000,200,0,3990
1991,"Apollo Computer, Inc.",10,10,"03790410","APOLLO COMPUTER INC","03790410","APOLLO COMPUTER INC","domain series 2500 personal workstation",295,1,1,3,20,4000,200,0,3990
1993,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 700/rx model 16ci",433,9,15,7,,18000,,0,3995
1994,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation m20",952,10,4,9,,64000,,1,3995
1993,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","decstation 5000-120",237,8,9,7,20,8000,,1,3995
1994,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation elc",1074,1,1,2,33,8000,,0,3995
1995,"mc2 computer corp.",105,105,,,,,"mc2 predator series",681,11,33,7,,128000,2000,0,3995
1995,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 700 model 715/33",471,9,11,6,33,16000,525,0,3995
1993,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","decstation 5000-125",238,8,9,7,25,8000,,1,3995
1994,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 230",910,10,4,9,,64000,400,1,3995
1992,"Data General Corp.",51,51,"23768810","DATA GENERAL CORP","23768810","DATA GENERAL CORP","av100 series",61,1,0,1,,8000,322,0,3995
1993,"Sun Microsystems Computer Co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation elc",1074,1,0,2,33,8000,,0,3995
1996,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 40p",932,10,4,9,,192000,4000,1,3995
1994,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","ncd19g",759,11,19,7,,60000,,0,3995
1994,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 700/rx model 16ci",433,9,15,7,,18000,,0,3995
1996,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","mcx17fs",690,11,19,7,,70000,,0,3995
1995,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 700 model 712/60",467,9,11,7,60,16000,260,0,3995
1995,"wyse technology, inc.",168,168,,,,,"wx-19c",1261,11,9,7,,4000,,1,3995
1993,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 700/rx model 19ga",439,9,15,7,,18000,,0,3995
1995,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 230",910,10,4,9,,64000,400,1,3995
1995,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 5 (70mhz)",1069,1,5,2,70,16000,535,0,3995
1995,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","mcx17fs",690,11,19,7,,70000,,0,3995
1996,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","hmx 20",423,11,10,7,,136000,,0,3995
1996,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 230",910,10,4,9,,64000,400,1,3995
1993,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","personal decstation 5000-20",819,8,9,7,20,8000,,1,3995
1996,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 9000 series 700 model 712/60",467,9,11,7,60,16000,260,0,3995
1994,"mc2 computer corp.",105,105,,,,,"mc2 predator series",681,11,33,7,,128000,2000,0,3995
1996,"Sanar Systems, Inc.",139,139,,,,,"sanar micro sa5/110",964,0,0,2,110,8000,4000,0,3995
1995,"integrix, inc.",88,88,,,,,"sws5/100",1162,2,5,2,100,16000,,0,3995
1995,"phase x systems, inc.",128,128,,,,,"phase x px20ce2t",858,11,32,7,,52000,,0,3995
1996,"sanar systems, inc.",139,139,,,,,"sanar micro sa5/85",965,2,5,2,85,8000,,0,3995
1995,"human designed systems, inc.",80,80,,,,,"hds viewstation dual fx17c",378,7,15,7,,132000,40,0,3999
1996,"tatung co. of america, inc.",156,156,,,,,"microcompstation 5/85",704,1,5,2,,16000,520,1,3999
1992,"human designed systems, inc.",80,80,,,,,"hds vs16c",417,7,46,7,,9000,,0,3999
1996,"human designed systems, inc.",80,80,,,,,"hds viewstation dual fx17c",378,7,15,7,,132000,40,0,3999
1996,"tatung co. of america, inc.",156,156,,,,,"powerpc tpc-5740",882,2,12,3,100,16000,,1,4000
1992,"Digital Equipment Corp. (DEC)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","personal decstation",818,1,0,1,25,8000,640,1,4000
1996,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp envizex station model 17cas",525,11,15,7,,32000,,0,4090
1992,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","decstation3100",262,8,37,1,16,8000,,1,4105
1995,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp envizex station model 17cas",525,11,15,7,,32000,,0,4190
1996,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp envizex station model 20cps",534,11,15,7,,102000,,0,4190
1995,"AT&T Global Information Solutions",15,15,,,,,"at&t 3534 xla19ch x-station",54,1,0,7,,4000,,1,4195
1994,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 700/rx model 17ca",434,9,15,7,,18000,,0,4195
1996,"AT&T Global Information Solutions",15,15,,,,,"at&t 3534 xla19ch x-station",54,1,0,7,,4000,,1,4195
1989,"Digital Equipment Corp. (DEC)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation 2000",1193,1,0,7,,6000,318,1,4225
1993,"ncr corp.",113,113,"62886E10","NCR CORP","62886210","NCR CORP","ncr xle x-station xl17e",768,11,16,7,,4000,,1,4270
1992,"ncr corp.",113,113,"62886E10","NCR CORP","62886210","NCR CORP","ncr xle x-station xl17e",768,11,16,7,,4000,,1,4270
1992,"Tatung Science & Technology, Inc.",156,156,,,,,"compstation 20",167,0,0,2,20,64000,680,1,4280
1996,"Sun Microsystems Computer Co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcstation 4 model 110",1066,1,0,2,110,32000,1000,0,4295
1995,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","personal decstation 5000-25",820,8,9,7,25,8000,,1,4295
1996,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","hmx 21",425,11,10,7,,136000,,0,4295
1996,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","mcx17",689,11,19,7,,70000,,0,4295
1995,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","mcx17",689,11,19,7,,70000,,0,4295
1996,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","mcx/l17",684,11,19,7,,70000,,0,4295
1994,"sun microsystems computer co.",154,154,"86681020","SUN MICROSYSTEMS INC","86681010","SUN MICROSYSTEMS INC","sparcclassic",1022,2,5,2,50,16000,207,0,4295
1994,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","mcx17",689,11,19,7,,70000,,0,4295
1991,"NCR Corp.",113,113,"62886E10","NCR CORP","62886210","NCR CORP","ncr xlc x-station",762,1,0,7,,4000,,0,4400
1996,"ibm",82,82,"45920010","INTL BUSINESS MACHINES CORP","45920010","INTL BUSINESS MACHINES CORP","rs/6000 powerstation 43p-100",937,10,12,9,100,192000,5000,1,4410
1991,"Digital Equipment Corp. (DEC)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation 3100-30/40",1194,1,0,7,,32000,208,1,4490
1993,"digital equipment corp. (dec)",57,57,"25384910","DIGITAL EQUIPMENT","25384910","DIGITAL EQUIPMENT","vaxstation 3100-38/48",1196,14,21,7,,32000,208,1,4490
1996,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","hmx 20pro",424,11,10,7,,136000,,0,4495
1993,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","ncd19g",759,11,19,7,,60000,,0,4495
1992,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp 700/rx model 16ci",433,9,15,7,,18000,,0,4495
1995,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","hmx 20",423,11,10,7,,136000,,0,4495
1996,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","ncd17fs",755,11,19,7,,98000,,0,4495
1992,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","ncd17c",752,11,16,7,,32000,,0,4500
1993,"network computing devices, inc.",116,116,"64120N10","NETWORK COMPUTING DEVICES","64120N10","NETWORK COMPUTING DEVICES","ncd17c",752,11,16,7,,32000,,0,4500
1995,"tatung co. of america, inc.",156,156,,,,,"microcompstation ii-385",705,1,5,2,,256000,4000,1,4570
1996,"hewlett- packard co.",78,78,"42823610","HEWLETT-PACKARD CO","42823610","HEWLETT-PACKARD CO","hp envizex station model 19ca",528,11,15,7,,32000,,0,4590
