YEAR,FIRMNAME,FIVEFIRMID,FIRMID,CUSIPHEADERID,CUSIPHeaderName,CUSIPHISTORYID,CUSIPHistoryName,FOUND,FATE,ESTATE,SALES,EMPLOY,ZIP,LAT,LON,RANDD,PRODUCTS,PTYPES,SYSTEM,GRAPHIC,CEO,OWN,CPU,OS,APPS,COMM,MONITOR,DISK,MEMORY,BOARD
1990,"Pansophic Systems, Inc.",125,125,69863110,PANSOPHIC SYSTEMS INC,69863110,PANSOPHIC SYSTEMS INC,1969,Acquired by CompuAdd,1,190300000,1700,60521,0.7293580174446110,-1.5348440408706700,,1,2,0,1,William G. Nelson,1,0,1,1,0,0,0,0,0
1994,"Parity Systems, Inc.",126,126,,,,,1986,Continues as component manufacturer,1,30000000,60,95030,0.6494659781455990,-2.128931999206540,,1,2,1,0,Norbert Witt,0,0,0,0,0,0,0,0,0
1984,Perq Systems Corp.,127,127,,,,,1974,Name change from Three Rivers,0,14832397,100,15230,0.70831298828125,-1.3942170143127400,,0,3,0,1,Aaron H. Coleman,0,0,1,1,0,0,0,0,0
1985,Perq Systems Corp.,127,127,,,,,1974,,0,20000000,250,15230,0.70831298828125,-1.3942170143127400,,0,2,0,1,K. Hickel,0,0,1,1,0,0,0,0,0
1986,Perq Systems Corp.,127,127,,,,,1974,Sold off line to Vydrian,1,22000000,100,15230,0.70831298828125,-1.3942170143127400,,0,2,0,1,K. Hickel,0,0,1,1,0,0,0,0,0
1995,"Phase X Systems, Inc.",128,128,,,,,1992,Stayed in terminal business,1,1,24,97006,0.7944329977035520,-2.144296884536740,,28,1,0,1,Chong Lee,0,0,0,0,0,0,0,0,0
1984,"Phoenix Computer Graphics, Inc.",129,129,,,,,1976,No information after 1983,1,1,18,70503,0.5268149971961980,-1.6065709590911900,,0,2,0,1,J. Winston Fontenot,0,0,1,0,0,0,0,0,0
1993,"Pinnacle Data Systems, Inc.",130,130,72348110,PINNACLE SYSTEMS INC,72348110,PINNACLE SYSTEMS INC,1989,,0,7086505,20,43212,0.6979110240936280,-1.4494190216064500,,1,1,1,0,Robert Henkel,0,0,0,0,0,0,0,0,0
1994,"Pinnacle Data Systems, Inc.",130,130,72348110,PINNACLE SYSTEMS INC,72348110,PINNACLE SYSTEMS INC,1989,,0,7529412,22,43212,0.6979110240936280,-1.4494190216064500,,1,1,1,0,Robert Henkel,0,0,0,0,0,0,0,0,0
1995,"Pinnacle Data Systems, Inc.",130,130,72348110,PINNACLE SYSTEMS INC,72348110,PINNACLE SYSTEMS INC,1989,,0,8000000,24,43212,0.6979110240936280,-1.4494190216064500,,8,2,1,1,Robert Henkel,0,0,0,0,0,0,0,0,0
1996,"Pinnacle Data Systems, Inc.",130,130,72348110,PINNACLE SYSTEMS INC,72348110,PINNACLE SYSTEMS INC,1989,,0,8500000,27,43212,0.6979110240936280,-1.4494190216064500,,8,2,1,1,Robert Henkel,0,0,0,0,0,0,0,0,0
1983,"Prime Computer, Inc.",131,131,74155510,PRIME COMPUTER INC,74155510,PRIME COMPUTER INC,1972,,0,435825984,5311,1760,0.7380549907684330,-1.245421051979070,,0,13,1,1,J.M. Hensen,1,0,1,1,1,0,1,1,0
1984,"Prime Computer, Inc.",131,131,74155510,PRIME COMPUTER INC,74155510,PRIME COMPUTER INC,1972,,0,435825984,5311,1760,0.7380549907684330,-1.245421051979070,,0,14,1,1,J.M. Hensen,1,0,1,1,1,0,1,1,0
1985,"Prime Computer, Inc.",131,131,74155510,PRIME COMPUTER INC,74155510,PRIME COMPUTER INC,1972,,0,474452768,,1760,0.7380549907684330,-1.245421051979070,,0,13,1,1,J.M. Hensen,1,0,1,1,1,0,1,1,0
1986,"Prime Computer, Inc.",131,131,74155510,PRIME COMPUTER INC,74155510,PRIME COMPUTER INC,1972,,0,516503008,6000,1760,0.7380549907684330,-1.245421051979070,,0,12,1,1,J.M. Hensen,1,0,1,1,1,0,1,1,0
1987,"Prime Computer, Inc.",131,131,74155510,PRIME COMPUTER INC,74155510,PRIME COMPUTER INC,1972,,0,769673024,8115,1760,0.7380549907684330,-1.245421051979070,,0,12,1,1,J.M. Hensen,1,0,1,1,0,0,1,0,0
1988,"Prime Computer, Inc.",131,131,74155510,PRIME COMPUTER INC,74155510,PRIME COMPUTER INC,1972,,0,860172992,8621,1760,0.7380549907684330,-1.245421051979070,,0,10,1,1,J.M. Hensen,1,0,1,1,0,0,1,0,0
1989,"Prime Computer, Inc.",131,131,74155510,PRIME COMPUTER INC,74155510,PRIME COMPUTER INC,1972,,0,960899968,8818,1760,0.7380549907684330,-1.245421051979070,,50,10,1,1,J.M. Hensen,1,0,1,1,1,0,1,0,0
1990,"Prime Computer, Inc.",131,131,74155510,PRIME COMPUTER INC,74155510,PRIME COMPUTER INC,1972,,0,1600000000,12400,1760,0.7380549907684330,-1.245421051979070,,42,8,1,1,James F. McDonald,2,0,1,1,1,0,0,0,0
1991,"Prime Computer, Inc.",131,131,74155510,PRIME COMPUTER INC,74155510,PRIME COMPUTER INC,1972,,0,391100000,9300,1760,0.7380549907684330,-1.245421051979070,,38,8,1,1,James F. McDonald,2,0,1,1,1,0,0,0,0
1992,"Prime Computer, Inc.",131,131,74155510,PRIME COMPUTER INC,74155510,PRIME COMPUTER INC,1972,Becomes Computervision,1,1506706944,8700,1760,0.7380549907684330,-1.245421051979070,,46,7,1,1,John J. Shields,1,0,1,1,1,0,0,0,0
1995,Promox Systems,132,132,,,,,1990,No information,1,2000000,7,94086,0.6523410081863400,-2.1297171115875200,,5,2,0,0,James Young,0,0,0,0,0,0,0,0,0
1984,"Racal-Redac, Inc.",133,133,,,,,1969,,0,15000000,100,1886,0.7433350086212160,-1.2468310594558700,,0,1,0,1,,2,0,0,1,0,0,0,0,0
1985,"Racal-Redac, Inc.",133,133,,,,,1969,,0,15000000,100,1886,0.7433350086212160,-1.2468310594558700,,0,1,0,1,,2,0,0,1,0,0,0,0,0
1986,"Racal-Redac, Inc.",133,133,,,,,1969,,0,15000000,100,1886,0.7433350086212160,-1.2468310594558700,,0,1,0,1,,2,0,0,1,0,0,0,0,0
1987,"Racal-Redac, Inc.",133,133,,,,,1969,,0,15000000,100,1886,0.7433350086212160,-1.2468310594558700,,0,1,0,1,,2,0,0,1,0,0,0,0,0
1988,"Racal-Redac, Inc.",133,133,,,,,1969,Sold off workstation manufacturing,1,15000000,100,1886,0.7433350086212160,-1.2468310594558700,,0,2,0,1,,2,0,0,1,0,0,0,0,0
1985,Ramtek Corp.,134,134,75187430,RAMTEK CORP,75187430,RAMTEK CORP,1971,,0,,525,95050,0.6518340110778810,-2.128499984741210,,0,3,0,1,Charles McEwan,1,0,0,1,0,0,0,0,0
1986,Ramtek Corp.,134,134,75187430,RAMTEK CORP,75187430,RAMTEK CORP,1971,,0,41143000,525,95050,0.6518340110778810,-2.128499984741210,,0,3,0,1,Charles McEwan,1,0,0,1,0,0,0,0,0
1987,Ramtek Corp.,134,134,75187430,RAMTEK CORP,75187430,RAMTEK CORP,1971,,0,43996000,310,95050,0.6518340110778810,-2.128499984741210,,0,3,0,1,Charles McEwan,1,0,0,1,0,0,0,0,0
1988,Ramtek Corp.,134,134,75187430,RAMTEK CORP,75187430,RAMTEK CORP,1971,,0,43996000,310,95054,0.6526600122451780,-2.128498077392580,,0,3,0,1,Charles McEwan,1,0,0,1,0,0,0,0,0
1989,Ramtek Corp.,134,134,75187430,RAMTEK CORP,75187430,RAMTEK CORP,1971,,0,43996000,310,95054,0.6526600122451780,-2.128498077392580,,15,3,0,1,Charles McEwan,1,0,0,1,0,0,0,0,0
1990,Ramtek Corp.,134,134,75187430,RAMTEK CORP,75187430,RAMTEK CORP,1971,,0,17000000,150,95131,0.6525149941444400,-2.127207040786740,,6,2,0,1,James A. Swanson,1,0,0,1,0,0,0,0,0
1991,Ramtek Corp.,134,134,75187430,RAMTEK CORP,75187430,RAMTEK CORP,1971,,0,17000000,150,95131,0.6525149941444400,-2.127207040786740,,7,1,0,1,James A. Swanson,1,0,0,1,0,0,0,0,0
1992,Ramtek Corp.,134,134,75187430,RAMTEK CORP,75187430,RAMTEK CORP,1971,,1,17000000,110,95131,0.6525149941444400,-2.127207040786740,,7,1,0,1,James A. Swanson,1,0,0,1,0,0,0,0,0
1987,"Recognition Technology, Inc.",135,135,,,,,1984,No mention after 1987,1,1,,1746,0.7365750074386600,-1.2467939853668200,,0,1,0,1,Jawed Wahid,2,0,0,0,0,0,0,0,0
1980,Redac,136,136,,,,,1973,,0,1,,1460,0.7424650192260740,-1.247694969177250,,0,1,0,1,H.G. Marsh,0,0,0,1,0,0,0,0,0
1981,Redac,136,136,,,,,1973,,0,1,,1460,0.7424650192260740,-1.247694969177250,,0,1,0,1,H.G. Marsh,0,0,0,1,0,0,0,0,0
1982,Redac,136,136,,,,,1973,,0,1,100,1460,0.7424650192260740,-1.247694969177250,,0,1,0,1,H.G. Marsh,0,0,0,1,0,0,0,0,0
1983,Redac,136,136,,,,,1973,Acquired by Racal,1,1,100,1460,0.7424650192260740,-1.247694969177250,,0,1,0,0,H.G. Marsh,0,0,0,1,0,0,0,0,0
1993,"RGB Technology, Inc.",137,137,,,,,1987,,0,4500000,22,22101,0.6795030236244200,-1.3468810319900500,,2,2,0,1,Johnathon S. Lang,0,0,0,1,0,0,0,0,0
1994,"RGB Technology, Inc.",137,137,,,,,1987,,0,3700000,23,22090,0.6800580024719240,-1.3497960567474400,,2,3,0,1,Jonathon S. Lang,0,0,0,1,0,0,0,0,0
1995,"RGB Technology, Inc.",137,137,,,,,1987,,0,3700000,23,22090,0.6800580024719240,-1.3497960567474400,,1,2,0,1,Jonathan S. Lang,0,0,0,1,0,0,0,0,0
1996,"RGB Technology, Inc.",137,137,,,,,1987,,0,3700000,23,22090,0.6800580024719240,-1.3497960567474400,,1,2,0,1,David W. Chen,0,0,0,1,0,0,0,0,0
1994,"Samsung Electronics America, Inc.",138,138,,,,,1988,Exited market,1,48000000000,,7660,0.7130749821662900,-1.291944980621340,,41,4,1,1,Hwa Jin Chung,2,0,0,0,0,1,0,0,0
1995,"Sanar Systems, Inc.",139,139,,,,,1988,,0,1,,95054,0.6526600122451780,-2.128498077392580,,16,2,1,1,Susan Lee,0,0,0,0,0,0,0,0,0
1996,"Sanar Systems, Inc.",139,139,,,,,1988,,0,1,,95054,0.6526600122451780,-2.128498077392580,,22,3,1,1,Susan Lee,0,0,0,0,0,0,0,0,0
1992,Scitex America Corp.,140,140,M8238210,SCAILEX CORP LTD - ORD,80909010,SCITEX CORP LTD  -ORD,1968,,0,,1700,1730,0.7414910197258000,-1.2440149784088100,,5,2,0,1,George Carlisle,1,0,0,1,0,0,0,0,0
1993,Scitex America Corp.,140,140,M8238210,SCAILEX CORP LTD - ORD,80909010,SCITEX CORP LTD  -ORD,1968,,0,351507008,1700,1730,0.7414910197258000,-1.2440149784088100,,6,2,0,1,Ari Rosenfeld,1,0,0,1,0,0,0,0,0
1995,Scitex America Corp.,140,140,M8238210,SCAILEX CORP LTD - ORD,80909010,SCITEX CORP LTD  -ORD,1968,,0,623000000,800,1730,0.7414910197258000,-1.2440149784088100,,6,2,0,1,George M. Carlisle,1,0,0,1,0,0,0,0,0
1996,Scitex America Corp.,140,140,M8238210,SCAILEX CORP LTD - ORD,80909010,SCITEX CORP LTD  -ORD,1968,,0,704000000,800,1730,0.7414910197258000,-1.2440149784088100,,9,2,0,1,Shimon Alon,2,0,0,1,0,0,0,0,0
1992,Screen (USA),141,141,,,,,1964,,0,55000000,160,60008,0.7343119978904720,-1.536221981048580,,1,1,0,1,Shoji Sakiyama,1,0,0,0,0,0,0,0,0
1993,Screen (USA),141,141,,,,,1964,,0,55000000,160,60008,0.7343119978904720,-1.536221981048580,,3,2,0,1,Shoji Sakiyama,1,0,0,0,0,0,0,0,0
1994,Screen (USA),141,141,,,,,1964,,1,55000000,160,60008,0.7343119978904720,-1.536221981048580,,5,2,0,1,Ken Cloud,2,0,0,0,0,0,0,0,0
1986,"Seiko Instruments U.S.A., Inc.",142,142,,,,,1982,,0,,,95131,0.6525149941444400,-2.127207040786740,,0,1,0,1,,2,0,0,0,0,0,0,0,0
1987,"Seiko Instruments U.S.A., Inc.",142,142,,,,,1982,,0,,,95131,0.6525149941444400,-2.127207040786740,,0,1,0,1,,2,0,0,0,1,0,0,0,0
1988,"Seiko Instruments U.S.A., Inc.",142,142,,,,,1982,,0,,92,95131,0.6525149941444400,-2.127207040786740,,0,3,0,1,,2,0,0,0,1,0,0,0,0
1989,"Seiko Instruments U.S.A., Inc.",142,142,,,,,1982,,0,,92,95131,0.6525149941444400,-2.127207040786740,,10,2,0,1,,2,0,0,0,0,1,0,0,0
1990,"Seiko Instruments U.S.A., Inc.",142,142,,,,,1982,Exits workstation market,1,,115,95131,0.6525149941444400,-2.127207040786740,,18,3,0,1,Hiroshi Fukino,2,0,0,0,0,1,0,0,0
1984,"Silicon Graphics, Inc.",143,143,82705630,SILICON GRAPHICS INC,82705610,SILICON GRAPHICS INC,1981,,0,,,94043,0.6528499722480770,-2.130652904510500,,0,1,0,1,Edward R. McCracken,0,0,1,0,0,0,0,0,0
1985,"Silicon Graphics, Inc.",143,143,82705630,SILICON GRAPHICS INC,82705610,SILICON GRAPHICS INC,1981,,0,,,94043,0.6528499722480770,-2.130652904510500,5000000,0,1,0,1,Edward R. McCracken,0,0,1,0,0,0,0,0,0
1986,"Silicon Graphics, Inc.",143,143,82705630,SILICON GRAPHICS INC,82705610,SILICON GRAPHICS INC,1981,,0,,240,94043,0.6528499722480770,-2.130652904510500,7200000,0,1,0,1,Edward R. McCracken,0,0,1,0,0,0,0,0,0
1987,"Silicon Graphics, Inc.",143,143,82705630,SILICON GRAPHICS INC,82705610,SILICON GRAPHICS INC,1981,,0,97000000,400,94043,0.6528499722480770,-2.130652904510500,14500000,0,1,0,1,Edward R. McCracken,0,0,1,0,0,0,0,0,0
1988,"Silicon Graphics, Inc.",143,143,82705630,SILICON GRAPHICS INC,82705610,SILICON GRAPHICS INC,1981,,0,177000000,400,94043,0.6528499722480770,-2.130652904510500,24200000,0,1,0,1,Edward R. McCracken,0,0,1,0,0,0,0,0,0
1989,"Silicon Graphics, Inc.",143,143,82705630,SILICON GRAPHICS INC,82705610,SILICON GRAPHICS INC,1981,,0,334000000,400,94043,0.6528499722480770,-2.130652904510500,31400000,9,1,0,1,Edward R. McCracken,0,0,1,0,0,0,0,0,0
1990,"Silicon Graphics, Inc.",143,143,82705630,SILICON GRAPHICS INC,82705610,SILICON GRAPHICS INC,1981,,0,550000000,1055,94039,0.6525009870529180,-2.1308369636535600,,10,1,0,1,Edward R. McCracken,0,0,1,0,0,0,0,0,0
1991,"Silicon Graphics, Inc.",143,143,82705630,SILICON GRAPHICS INC,82705610,SILICON GRAPHICS INC,1981,,0,719000000,1055,94039,0.6525009870529180,-2.1308369636535600,,15,3,0,1,Edward R. McCracken,0,0,1,1,1,0,0,0,0
1992,"Silicon Graphics, Inc.",143,143,82705630,SILICON GRAPHICS INC,82705610,SILICON GRAPHICS INC,1981,,0,550000000,2700,94039,0.6525009870529180,-2.1308369636535600,,33,4,0,1,Edward R. McCracken,1,0,1,1,1,0,0,0,1
1993,"Silicon Graphics, Inc.",143,143,82705630,SILICON GRAPHICS INC,82705610,SILICON GRAPHICS INC,1981,,0,638000000,2700,94039,0.6525009870529180,-2.1308369636535600,,31,5,1,1,Edward R. McCracken,1,0,1,1,1,0,0,0,1
1994,"Silicon Graphics, Inc.",143,143,82705630,SILICON GRAPHICS INC,82705610,SILICON GRAPHICS INC,1981,,0,867000000,2700,94043,0.6528499722480770,-2.130652904510500,,30,2,0,1,Edward R. McCracken,1,0,1,1,0,0,0,0,0
1995,"Silicon Graphics, Inc.",143,143,82705630,SILICON GRAPHICS INC,82705610,SILICON GRAPHICS INC,1981,,0,1500000000,4200,94043,0.6528499722480770,-2.130652904510500,,24,2,0,1,Edward R. McCracken,1,0,1,1,0,0,0,0,0
1996,"Silicon Graphics, Inc.",143,143,82705630,SILICON GRAPHICS INC,82705610,SILICON GRAPHICS INC,1982,,0,1500000000,4200,94043,0.6528499722480770,-2.130652904510500,,30,2,0,1,Edward R. McCracken,1,0,1,1,0,0,0,0,0
1992,Solarix Systems,144,144,,,,,1989,No information,1,1,,94538,0.6550359725952150,-2.1287999153137200,,3,2,1,1,David Hu,0,0,0,0,0,0,0,0,0
1990,"Solbourne Computer, Inc.",145,145,,,,,1985,,0,60000000,271,80501,0.7012370228767400,-1.8343549966812100,,5,3,1,1,Douglas MacGregor,0,0,1,0,0,0,0,0,0
1991,"Solbourne Computer, Inc.",145,145,,,,,1985,,0,60000000,300,80501,0.7012370228767400,-1.8343549966812100,,14,3,1,1,Douglas MacGregor,0,0,1,0,0,0,0,0,0
1992,"Solbourne Computer, Inc.",145,145,,,,,1985,,0,60000000,285,80501,0.7012370228767400,-1.8343549966812100,,22,3,1,1,Douglas MacGregor,0,0,1,1,0,0,0,0,0
1993,"Solbourne Computer, Inc.",145,145,,,,,1986,,0,60000000,250,80501,0.7012370228767400,-1.8343549966812100,,4,1,1,0,Carl P. Hermann,0,0,0,0,0,0,0,0,0
1994,"Solbourne Computer, Inc.",145,145,,,,,1986,Discontinued line,1,60000000,180,80501,0.7012370228767400,-1.8343549966812100,,4,1,1,0,Carl R. Hermann,0,0,0,0,0,0,0,0,0
1994,"Solflower Computer, Inc.",146,146,,,,,1989,,0,5000000,20,95112,0.6517300009727480,-2.1272149085998500,,2,1,1,0,Kim Vu,0,0,0,0,0,0,0,0,0
1995,"Solflower Computer, Inc.",146,146,,,,,1989,,0,5000000,20,95112,0.6517300009727480,-2.1272149085998500,,3,1,1,0,Kim Vu,0,0,0,0,0,0,0,0,0
1996,"Solflower Computer, Inc.",146,146,,,,,1989,,0,5000000,20,95112,0.6517300009727480,-2.1272149085998500,,2,1,1,0,Kim Vu,0,0,0,0,0,0,0,0,0
1993,Solid Computer Corp.,147,147,,,,,1981,,0,100000000,8,30093,0.5917710065841680,-1.4692870378494300,,14,5,1,0,,0,0,1,0,1,0,0,0,0
1994,Solid Computer Corp.,147,147,,,,,1981,,0,100000000,8,30093,0.5917710065841680,-1.4692870378494300,,5,3,1,0,,0,0,1,0,1,0,0,0,0
1989,Sony Microsystems Co.,148,148,83569930,SONY CORP  -ADR,83569930,SONY CORP  -ADR,1987,,0,16199999488,,95134,0.6529970169067380,-2.1283140182495100,,0,1,1,0,James Mannos,2,0,0,0,0,1,1,0,0
1990,Sony Microsystems Co.,148,148,83569930,SONY CORP  -ADR,83569930,SONY CORP  -ADR,1987,,0,16199999488,,95134,0.6529970169067380,-2.1283140182495100,,0,1,1,1,James Mannos,2,0,0,0,0,1,1,0,1
1991,Sony Microsystems Co.,148,148,83569930,SONY CORP  -ADR,83569930,SONY CORP  -ADR,1987,,0,16199999488,,95134,0.6529970169067380,-2.1283140182495100,,6,1,1,1,James Mannos,2,0,0,0,0,1,1,0,1
1992,Sony Microsystems Co.,148,148,83569930,SONY CORP  -ADR,83569930,SONY CORP  -ADR,1987,,1,16199999488,50,95134,0.6529970169067380,-2.1283140182495100,,3,1,1,1,James Mannos,2,0,0,0,0,1,1,0,1
1986,Spectragraphics Corp.,149,149,,,,,1981,,0,17400000,170,92121,0.574072003364563,-2.0455870628356900,,0,1,0,1,Robert Blumberg,0,0,0,0,0,0,0,0,0
1987,Spectragraphics Corp.,149,149,,,,,1981,,0,21425302,170,92121,0.574072003364563,-2.0455870628356900,,0,1,0,1,Robert Blumberg,0,0,0,0,0,0,0,0,0
1988,Spectragraphics Corp.,149,149,,,,,1981,,0,26381812,170,92121,0.574072003364563,-2.0455870628356900,,0,1,0,1,Robert Blumberg,0,0,0,0,0,0,0,0,0
1989,Spectragraphics Corp.,149,149,,,,,1981,,0,32484958,210,92121,0.574072003364563,-2.0455870628356900,,2,1,0,1,Robert Blumberg,0,0,0,0,0,0,0,0,0
1990,Spectragraphics Corp.,149,149,,,,,1981,,0,40000000,240,92121,0.574072003364563,-2.0455870628356900,,2,1,0,1,Robert Blumberg,0,0,0,0,0,0,0,0,0
1991,Spectragraphics Corp.,149,149,,,,,1981,,0,33000000,240,92121,0.574072003364563,-2.0455870628356900,,5,1,0,1,Robert Blumberg,0,0,0,0,0,0,0,0,0
1992,Spectragraphics Corp.,149,149,,,,,1981,,0,31464266,240,92121,0.574072003364563,-2.0455870628356900,,4,2,0,1,Robert Blumberg,0,0,0,0,0,0,0,0,1
1993,Spectragraphics Corp.,149,149,,,,,1981,,1,30000000,200,92121,0.574072003364563,-2.0455870628356900,,2,1,0,1,Robert Blumberg,0,0,0,0,0,0,0,0,1
1989,"Star Technologies, Inc.",150,150,85519310,STAR TECHNOLOGIES INC,85519310,STAR TECHNOLOGIES INC,1981,,0,40000000,200,22170,0.6810529828071590,-1.3508609533309900,,4,2,1,1,Robert C. Compton,1,0,0,1,0,0,0,0,0
1990,"Star Technologies, Inc.",150,150,85519310,STAR TECHNOLOGIES INC,85519310,STAR TECHNOLOGIES INC,1981,,0,39400000,255,22170,0.6810529828071590,-1.3508609533309900,,6,3,1,1,Herbert Shaw,1,0,0,1,0,0,0,0,0
1991,"Star Technologies, Inc.",150,150,85519310,STAR TECHNOLOGIES INC,85519310,STAR TECHNOLOGIES INC,1981,,0,39400000,255,22170,0.6810529828071590,-1.3508609533309900,,8,3,1,1,Herbert Shaw,1,0,0,1,0,0,0,0,0
1992,"Star Technologies, Inc.",150,150,85519310,STAR TECHNOLOGIES INC,85519310,STAR TECHNOLOGIES INC,1981,,0,39400000,255,22170,0.6810529828071590,-1.3508609533309900,,7,3,1,1,Herbert Shaw,1,0,0,1,0,0,0,0,0
1993,"Star Technologies, Inc.",150,150,85519310,STAR TECHNOLOGIES INC,85519310,STAR TECHNOLOGIES INC,1981,,0,39400000,255,22170,0.6810529828071590,-1.3508609533309900,,8,3,1,1,Robert C. Compton,1,0,0,1,0,0,0,0,0
1994,"Star Technologies, Inc.",150,150,85519310,STAR TECHNOLOGIES INC,85519310,STAR TECHNOLOGIES INC,1981,,0,23500000,130,22170,0.6810529828071590,-1.3508609533309900,,5,3,1,1,Robert C. Compton,1,0,0,1,0,0,0,0,0
1995,"Star Technologies, Inc.",150,150,85519310,STAR TECHNOLOGIES INC,85519310,STAR TECHNOLOGIES INC,1976,,1,10000000,35,92653,0.5864350199699400,-2.05440092086792,,10,2,0,1,Phil Shipp,0,0,0,1,0,0,0,0,0
1990,"Stardent Computer, Inc.",151,151,,,,,1989,,0,40000000,300,2159,0.7386040091514590,-1.2425320148468000,,0,2,1,0,John William Poduska,2,0,0,0,0,0,0,0,0
1991,"Stardent Computer, Inc.",151,151,,,,,1989,,0,40000000,300,2159,0.7386040091514590,-1.2425320148468000,,7,2,0,1,John William Poduska,2,0,0,0,0,0,0,0,0
1992,"Stardent Computer, Inc.",151,151,,,,,1989,Liquidated by Kubota,1,40000000,300,1742,0.741008996963501,-1.2457239627838100,,5,1,0,1,John William Poduska,2,0,0,0,0,0,0,0,0
1989,"Steller Computer, Inc.",152,152,,,,,1985,,0,9900000,215,2159,0.7386040091514590,-1.2425320148468000,,1,1,0,1,John William Poduska,0,0,0,0,0,0,0,0,0
1990,"Steller Computer, Inc.",152,152,,,,,1985,Merged w/ Ardent to become Stardent,1,12700000,215,2159,0.7386040091514590,-1.2425320148468000,,4,1,0,1,John William Poduska,0,0,0,0,0,0,0,0,0
1992,"Stonesystems, Inc.",153,153,,,,,1984,,0,500000000,2000,95054,0.6526600122451780,-2.128498077392580,,2,1,0,1,Elles,2,0,0,0,0,0,0,0,0
1993,"Stonesystems, Inc.",153,153,,,,,1984,Left U.S. market,1,500000000,2000,95054,0.6526600122451780,-2.128498077392580,,2,1,0,1,Elles,2,0,0,0,0,0,0,0,0
1982,Sun Microsystems Computer Co.,154,154,86681020,SUN MICROSYSTEMS INC,86681010,SUN MICROSYSTEMS INC,1982,,0,0,,94043,0.6528499722480770,-2.130652904510500,,0,1,1,0,Scott G. McNealy,0,0,0,0,0,0,0,0,0
1983,Sun Microsystems Computer Co.,154,154,86681020,SUN MICROSYSTEMS INC,86681010,SUN MICROSYSTEMS INC,1982,,0,9000000,295,94043,0.6528499722480770,-2.130652904510500,,0,1,1,0,Scott G. McNealy,0,0,0,0,0,0,0,0,0
1984,Sun Microsystems Computer Co.,154,154,86681020,SUN MICROSYSTEMS INC,86681010,SUN MICROSYSTEMS INC,1982,,0,38860000,459,94043,0.6528499722480770,-2.130652904510500,,0,2,1,0,Scott G. McNealy,0,0,1,0,1,0,0,0,0
1985,Sun Microsystems Computer Co.,154,154,86681020,SUN MICROSYSTEMS INC,86681010,SUN MICROSYSTEMS INC,1982,,0,115249000,1193,94043,0.6528499722480770,-2.130652904510500,15200000,0,2,1,0,Scott G. McNealy,1,0,1,1,1,0,0,0,0
1986,Sun Microsystems Computer Co.,154,154,86681020,SUN MICROSYSTEMS INC,86681010,SUN MICROSYSTEMS INC,1982,,0,210104000,2246,94043,0.6528499722480770,-2.130652904510500,31000000,0,3,1,1,Scott G. McNealy,1,0,1,1,1,0,0,0,0
1987,Sun Microsystems Computer Co.,154,154,86681020,SUN MICROSYSTEMS INC,86681010,SUN MICROSYSTEMS INC,1982,,0,538000000,4182,94043,0.6528499722480770,-2.130652904510500,69600000,0,4,1,1,Scott G. McNealy,1,0,1,1,1,0,0,1,0
1988,Sun Microsystems Computer Co.,154,154,86681020,SUN MICROSYSTEMS INC,86681010,SUN MICROSYSTEMS INC,1982,,0,1051617984,7090,94043,0.6528499722480770,-2.130652904510500,140000000,0,6,1,1,Scott G. McNealy,2,0,1,1,1,0,0,1,0
1989,Sun Microsystems Computer Co.,154,154,86681020,SUN MICROSYSTEMS INC,86681010,SUN MICROSYSTEMS INC,1982,,0,1765366016,6300,94043,0.6528499722480770,-2.130652904510500,234100000,24,7,1,1,Scott G. McNealy,1,0,1,1,1,0,1,1,0
1990,Sun Microsystems Computer Co.,154,154,86681020,SUN MICROSYSTEMS INC,86681010,SUN MICROSYSTEMS INC,1982,,0,2466184960,8200,94043,0.6528499722480770,-2.130652904510500,,57,10,1,1,Scott G. McNealy,1,0,1,1,1,0,1,1,0
1991,Sun Microsystems Computer Co.,154,154,86681020,SUN MICROSYSTEMS INC,86681010,SUN MICROSYSTEMS INC,1982,,0,3220999936,10208,94043,0.6528499722480770,-2.130652904510500,,76,9,1,1,Scott G. McNealy,1,0,1,1,1,0,1,1,0
1992,Sun Microsystems Computer Co.,154,154,86681020,SUN MICROSYSTEMS INC,86681010,SUN MICROSYSTEMS INC,1982,,0,4310000128,12223,94043,0.6528499722480770,-2.130652904510500,,53,8,1,1,Scott G. McNealy,1,0,1,1,0,0,1,1,0
1993,Sun Microsystems Computer Co.,154,154,86681020,SUN MICROSYSTEMS INC,86681010,SUN MICROSYSTEMS INC,1982,,0,4689999872,12936,94043,0.6528499722480770,-2.130652904510500,,59,5,1,1,Scott G. McNealy,1,0,1,1,0,0,1,0,0
1994,Sun Microsystems Computer Co.,154,154,86681020,SUN MICROSYSTEMS INC,86681010,SUN MICROSYSTEMS INC,1982,,0,5902000128,13253,94043,0.6528499722480770,-2.130652904510500,,64,3,1,1,Scott G. McNealy,1,0,1,1,0,0,0,0,0
1995,Sun Microsystems Computer Co.,154,154,86681020,SUN MICROSYSTEMS INC,86681010,SUN MICROSYSTEMS INC,1982,,0,,13282,94043,0.6528499722480770,-2.130652904510500,,44,5,1,1,Scott G. McNealy,1,0,1,1,1,0,1,0,0
1996,Sun Microsystems Computer Co.,154,154,86681020,SUN MICROSYSTEMS INC,86681010,SUN MICROSYSTEMS INC,1982,,0,,14000,94043,0.6528499722480770,-2.130652904510500,,51,6,1,1,Scott G. McNealy,1,0,1,1,1,0,1,0,0
